Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
50016,ARROYO GRANDE COMMUNITY HOSPITAL,CA,93420,SAN LUIS OBISPO,17.2,11.8,11.6
50017,MERCY GENERAL HOSPITAL,CA,95819,SACRAMENTO,15.2,10.8,13.4
50018,PACIFIC ALLIANCE MEDICAL CENTER,CA,90012,LOS ANGELES,13.5,10.2,9.8
50022,RIVERSIDE COMMUNITY HOSPITAL,CA,92501,RIVERSIDE,13.9,10.6,11.9
50024,PARADISE VALLEY HOSPITAL,CA,91950,SAN DIEGO,14.7,8.3,8.7
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,CA,92103,SAN DIEGO,12.5,9.9,9.2
50026,GROSSMONT HOSPITAL,CA,91942,SAN DIEGO,18.2,15.1,13
50028,MAD RIVER COMMUNITY HOSPITAL,CA,95521,HUMBOLDT,Not Available,13,15.5
50030,OROVILLE HOSPITAL,CA,95966,BUTTE,14.7,9.5,8.3
50036,BAKERSFIELD MEMORIAL HOSPITAL,CA,93301,KERN,18.7,10.9,12.3
50038,SANTA CLARA VALLEY MEDICAL CENTER,CA,95128,SANTA CLARA,16,10.7,13.3
50039,ENLOE MEDICAL CENTER,CA,95926,BUTTE,14.9,11.5,10.4
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,CA,91342,LOS ANGELES,Not Available,10.8,12
50042,ST ELIZABETH COMMUNITY HOSPITAL,CA,96080,TEHAMA,16.9,12.3,11.8
50043,ALTA BATES SUMMIT MEDICAL CENTER,CA,94609,ALAMEDA,12.4,9.7,10.9
50045,EL CENTRO REGIONAL MEDICAL CENTER,CA,92243,IMPERIAL,17.3,13.1,13.5
50046,OJAI VALLEY COMMUNITY HOSPITAL,CA,93023,VENTURA,Not Available,Not Available,10.8
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,CA,94115,SAN FRANCISCO,14.4,10.3,9.8
50054,SAN GORGONIO MEMORIAL HOSPITAL,CA,92220,RIVERSIDE,15.8,12.9,16.9
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,CA,94110,SAN FRANCISCO,16.2,9.5,12.1
50056,ANTELOPE VALLEY HOSPITAL MED CENTER,CA,93534,LOS ANGELES,14.4,10.5,18.1
50057,KAWEAH DELTA MEDICAL CENTER,CA,93291,TULARE,17.5,10.8,13.9
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,91204,LOS ANGELES,12.9,7.3,10.9
50060,COMMUNITY REGIONAL MEDICAL CENTER,CA,93715,FRESNO,16,11.1,13.9
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,CA,90028,LOS ANGELES,15.8,9.5,10
50067,OAK VALLEY DISTRICT HOSPITAL,CA,95361,STANISLAUS,14.5,12.1,15
50069,ST JOSEPH HOSPITAL,CA,92868,ORANGE,15.6,11.8,14.5
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,Not Available,Not Available,Not Available
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,CA,95051,SANTA CLARA,Not Available,12.1,Not Available
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,CA,94596,CONTRA COSTA,Not Available,Not Available,Not Available
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,CA,94589,SOLANO,Not Available,Not Available,13.9
50075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,CA,94611,ALAMEDA,Not Available,12.2,Not Available
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,CA,94115,SAN FRANCISCO,Not Available,Not Available,Not Available
50077,SCRIPPS MERCY HOSPITAL,CA,92103,SAN DIEGO,14.2,9.5,10.7
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,90732,LOS ANGELES,16.4,13,12.3
50079,DOCTORS MEDICAL CENTER-SAN PABLO,CA,94806,CONTRA COSTA,14.2,8.2,12.9
50082,ST JOHNS REGIONAL MEDICAL CENTER,CA,93030,VENTURA,13.6,9.2,13.6
50084,ST JOSEPHS MED CENTER OF STOCKTON,CA,95204,SAN JOAQUIN,16.7,13,16.7
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,92411,SAN BERNARDINO,14.9,10.3,10.5
50090,SONOMA VALLEY HOSPITAL,CA,95476,SONOMA,15.5,9.4,10.8
50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,CA,90255,LOS ANGELES,Not Available,9.6,11.4
50093,SAINT AGNES MEDICAL CENTER,CA,93710,FRESNO,13.7,12.6,14.4
50096,"DOCTORS HOSPITAL OF WEST COVINA, INC",CA,91790,LOS ANGELES,Not Available,Not Available,Not Available
50099,SAN ANTONIO COMMUNITY HOSPITAL,CA,91786,SAN BERNARDINO,17.2,10.4,11.1
50100,SHARP MEMORIAL HOSPITAL,CA,92123,SAN DIEGO,13.8,12.4,12.9
50101,SUTTER SOLANO MEDICAL CENTER,CA,94589,SOLANO,15.8,11.2,12.6
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,CA,92503,RIVERSIDE,16.9,11,12.2
50103,WHITE MEMORIAL MEDICAL CENTER,CA,90033,LOS ANGELES,13.9,8.7,9.3
50104,SAINT FRANCIS MEDICAL CENTER,CA,90262,LOS ANGELES,13.6,8.6,9.9
50107,MARIAN REGIONAL MEDICAL CENTER,CA,93454,SANTA BARBARA,18.4,13.9,13.4
50108,SUTTER GENERAL HOSPITAL,CA,95816,SACRAMENTO,14.9,10.4,10.4
50110,LOMPOC VALLEY MEDICAL CENTER,CA,93436,SANTA BARBARA,15.9,12.6,17
50111,TEMPLE COMMUNITY HOSPITAL,CA,90004,LOS ANGELES,15.8,10,11.7
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,90404,LOS ANGELES,13.9,9,9.7
50113,SAN MATEO MEDICAL CENTER,CA,94403,SAN MATEO,Not Available,Not Available,13.6
50115,PALOMAR MEDICAL CENTER,CA,92025,SAN DIEGO,15.3,11.5,13.2
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,91325,LOS ANGELES,14.3,9.7,9.2
50118,DOCTORS HOSPITAL OF MANTECA,CA,95336,SAN JOAQUIN,15.7,13,9.8
50121,ADVENTIST MEDICAL CENTER,CA,93230,KINGS,18.2,12.3,12.3
50122,DAMERON HOSPITAL,CA,95203,SAN JOAQUIN,15.9,15.5,12.8
50124,VERDUGO HILLS HOSPITAL,CA,91209,LOS ANGELES,16.3,9.9,12.8
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,CA,95116,SANTA CLARA,13.9,8.1,11.4
50126,VALLEY PRESBYTERIAN HOSPITAL,CA,91406,LOS ANGELES,14.7,9.3,11.2
50127,WOODLAND MEMORIAL HOSPITAL,CA,95695,YOLO,15.6,13.3,14.6
50128,TRI-CITY MEDICAL CENTER,CA,92056,SAN DIEGO,15.3,12.9,14.5
50129,ST BERNARDINE MEDICAL CENTER,CA,92404,SAN BERNARDINO,14.9,10.7,10.1
50131,NOVATO COMMUNITY HOSPITAL,CA,94945,MARIN,14.2,10.3,12.6
50132,SAN GABRIEL VALLEY MEDICAL CENTER,CA,91776,LOS ANGELES,15,11,9.8
50133,RIDEOUT MEMORIAL HOSPITAL,CA,95901,YUBA,15.1,15.8,15.2
50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,CA,90028,LOS ANGELES,Not Available,10.5,10.5
50136,PETALUMA VALLEY HOSPITAL,CA,94954,SONOMA,15.2,12,14
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,CA,91402,LOS ANGELES,Not Available,10.7,13.3
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,CA,90027,LOS ANGELES,Not Available,Not Available,Not Available
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,CA,90242,LOS ANGELES,Not Available,Not Available,Not Available
50140,KAISER FOUNDATION HOSPITAL FONTANA,CA,92335,SAN BERNARDINO,Not Available,11.8,11.4
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,CA,93940,MONTEREY,15.8,10.6,12.3
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,CA,90015,LOS ANGELES,13.7,7.5,12.3
50150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,95945,NEVADA,15.8,12.4,10.9
50152,SAINT FRANCIS MEMORIAL HOSPITAL,CA,94109,SAN FRANCISCO,16.9,11.6,14.7
50153,O'CONNOR HOSPITAL,CA,95128,SANTA CLARA,15.2,11.7,13.4
50158,ENCINO HOSPITAL MEDICAL CENTER,CA,91436,LOS ANGELES,13.3,8.6,9.4
50159,VENTURA COUNTY MEDICAL CENTER,CA,93003,VENTURA,Not Available,12.9,15.2
50167,SAN JOAQUIN GENERAL HOSPITAL,CA,95231,SAN JOAQUIN,17.1,13.1,13.1
50168,ST JUDE MEDICAL CENTER,CA,92835,ORANGE,14.5,10.2,11.3
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,CA,90602,LOS ANGELES,12.9,10.1,8.7
50174,SANTA ROSA MEMORIAL HOSPITAL,CA,95405,SONOMA,14.7,14,11.7
50179,EMANUEL MEDICAL CENTER INC,CA,95382,STANISLAUS,16.2,14.1,13.4
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,94598,CONTRA COSTA,14,10.6,9.7
50189,GEORGE L MEE MEMORIAL HOSPITAL,CA,93930,MONTEREY,Not Available,11.2,13.6
50191,ST MARY MEDICAL CENTER,CA,90813,LOS ANGELES,13.9,10,8.9
50192,ADVENTIST MEDICAL CENTER - REEDLEY,CA,93654,FRESNO,Not Available,9.5,15
50194,WATSONVILLE COMMUNITY HOSPITAL,CA,95076,SANTA CRUZ,17.1,13.4,11.1
50195,WASHINGTON HOSPITAL,CA,94538,ALAMEDA,13.9,9.5,11.7
50196,CENTRAL VALLEY GENERAL HOSPITAL,CA,93230,KINGS,Not Available,10.3,14.6
50197,SEQUOIA HOSPITAL,CA,94062,SAN MATEO,13.1,11.2,9.7
50204,PALMDALE REGIONAL MEDICAL CENTER,CA,93552,LOS ANGELES,16.3,10.6,11
50205,EAST VALLEY HOSPITAL MEDICAL CENTER,CA,91740,LOS ANGELES,13.9,11,9.4
50211,ALAMEDA HOSPITAL,CA,94501,ALAMEDA,14.3,12.2,9
50222,SHARP CHULA VISTA MEDICAL CENTER,CA,91911,SAN DIEGO,12.6,8.6,11.3
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,92663,ORANGE,15.3,11.1,12.2
50225,FEATHER RIVER HOSPITAL,CA,95969,BUTTE,15.4,11.5,12
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,CA,92801,ORANGE,16.4,9.9,9.5
50228,SAN FRANCISCO GENERAL HOSPITAL,CA,94110,SAN FRANCISCO,17.4,11.9,10.7
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,CA,92843,ORANGE,13.4,9.3,9.5
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,91767,LOS ANGELES,14.2,11.2,10.5
50232,FRENCH HOSPITAL MEDICAL CENTER,CA,93401,SAN LUIS OBISPO,13.2,12.9,14
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CA,92118,SAN DIEGO,Not Available,10.3,12.5
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CA,91505,LOS ANGELES,14.8,10.3,10.3
50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,CA,93065,VENTURA,15.4,10.9,9.8
50238,METHODIST HOSPITAL OF SOUTHERN CA,CA,91006,LOS ANGELES,14.4,9.7,10.7
50239,GLENDALE ADVENTIST MEDICAL CENTER,CA,91206,LOS ANGELES,10.5,8.4,9.7
50242,DOMINICAN HOSPITAL,CA,95065,SANTA CRUZ,15.4,13.7,13.6
50243,DESERT REGIONAL MEDICAL CENTER,CA,92262,RIVERSIDE,15.3,13.9,11.6
50245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,92324,SAN BERNARDINO,17.9,11.9,12.6
50248,NATIVIDAD MEDICAL CENTER,CA,93906,MONTEREY,16.2,11.3,13.5
50254,MARSHALL MEDICAL CENTER (1-RH),CA,95667,EL DORADO,18.6,11.4,10.1
50257,GOOD SAMARITAN HOSPITAL,CA,93308,KERN,Not Available,11.1,9.9
50261,SIERRA VIEW DISTRICT HOSPITAL,CA,93257,TULARE,16.8,15.5,17.6
50262,RONALD REAGAN UCLA MEDICAL CENTER,CA,90095,LOS ANGELES,13,8.9,9.9
50272,REDLANDS COMMUNITY HOSPITAL,CA,92373,SAN BERNARDINO,16.7,11.6,14.7
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,94553,CONTRA COSTA,Not Available,10.9,12.5
50277,PACIFIC HOSPITAL OF LONG BEACH,CA,90806,LOS ANGELES,Not Available,11.6,11.5
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,91346,LOS ANGELES,14.1,9.7,9.6
50279,HI-DESERT MEDICAL CENTER,CA,92252,SAN BERNARDINO,17,13.2,14.1
05027F,VA LONG BEACH HEALTHCARE SYSTEM,CA,90822,LOS ANGELES,14.9,9.5,12.7
50280,MERCY MEDICAL CENTER REDDING,CA,96001,SHASTA,16.6,14.5,12.2
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,91801,LOS ANGELES,14.2,9.2,9.1
50283,VALLEYCARE MEDICAL CENTER,CA,94588,ALAMEDA,14.9,10.6,11.2
50289,SETON MEDICAL CENTER,CA,94015,SAN MATEO,18.6,11.5,13
50290,SAINT JOHN'S HEALTH CENTER,CA,90404,LOS ANGELES,11.9,11.4,9.3
50291,SUTTER MEDICAL CENTER OF SANTA ROSA,CA,95404,SONOMA,14.4,13.5,10.9
50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,CA,92555,RIVERSIDE,16,11.4,12.8
50295,MERCY HOSPITAL,CA,93301,KERN,16.9,14,12.5
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,95023,SAN BENITO,13.9,11.7,13.9
50298,BARSTOW COMMUNITY HOSPITAL,CA,92311,SAN BERNARDINO,17.9,11.8,11
50300,ST MARY MEDICAL CENTER,CA,92307,SAN BERNARDINO,12.7,11,11.2
50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,CA,95482,MENDOCINO,15.6,14.5,12.3
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,94705,ALAMEDA,14.8,11.9,10.5
50308,EL CAMINO HOSPITAL,CA,94040,SANTA CLARA,15.3,10.9,10.9
50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,95661,PLACER,16,11.6,10.7
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,CA,95655,SACRAMENTO,13.7,13.5,10.7
50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,95376,SAN JOAQUIN,18.8,12.1,11.8
50315,KERN MEDICAL CENTER,CA,93306,KERN,Not Available,Not Available,Not Available
05031F,PALO ALTO VA MEDICAL CENTER,CA,94304,SANTA CLARA,15.1,9.2,12.7
50320,ALAMEDA COUNTY MEDICAL CENTER,CA,94602,ALAMEDA,Not Available,10.1,13.8
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,92037,SAN DIEGO,15.2,10.8,9.5
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,92354,SAN BERNARDINO,14.5,11.3,13.4
50329,CORONA REGIONAL MEDICAL CENTER,CA,92882,RIVERSIDE,15.6,13.5,14.1
50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,93901,MONTEREY,16.5,11.8,12.5
50335,SONORA REGIONAL MEDICAL CENTER,CA,95370,TUOLUMNE,16.5,14.9,11.4
50336,LODI MEMORIAL HOSPITAL,CA,95240,SAN JOAQUIN,16.3,11.9,11.2
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,92227,IMPERIAL,15.1,10.8,12.3
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,92868,ORANGE,14.9,11.8,10.5
50349,CORCORAN DISTRICT HOSPITAL,CA,93212,KINGS,Not Available,Not Available,Not Available
50350,BEVERLY HOSPITAL,CA,90640,LOS ANGELES,14.1,9.4,10.9
50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,90509,LOS ANGELES,14.9,11,10.8
50352,BARTON MEMORIAL HOSPITAL,CA,96158,EL DORADO,Not Available,10.8,10.8
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,90503,LOS ANGELES,15.3,9.8,9.2
50357,GOLETA VALLEY COTTAGE HOSPITAL,CA,93111,SANTA BARBARA,Not Available,11,11.8
50359,TULARE REGIONAL MEDICAL CENTER,CA,93274,TULARE,15.8,14.5,17.2
50360,MARIN GENERAL HOSPITAL,CA,94904,MARIN,13.5,12.9,10.7
50367,NORTHBAY MEDICAL CENTER,CA,94533,SOLANO,16.8,10.8,13.6
50373,LAC+USC MEDICAL CENTER,CA,90033,ORANGE,17.1,11.1,13.1
50376,LAC/HARBOR-UCLA MED CENTER,CA,90509,LOS ANGELES,14.8,12,15.7
50378,PACIFICA HOSPITAL OF THE VALLEY,CA,91352,LOS ANGELES,Not Available,10.8,13.6
50380,GOOD SAMARITAN HOSPITAL,CA,95124,SANTA CLARA,12.7,12.1,15.2
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,91723,LOS ANGELES,12.5,8.9,11.1
50385,PALM DRIVE HOSPITAL,CA,95472,SONOMA,Not Available,10.8,10.9
50390,HEMET VALLEY MEDICAL CENTER,CA,92543,RIVERSIDE,15.4,9.4,16.6
50393,DOWNEY REGIONAL MEDICAL CENTER,CA,90241,LOS ANGELES,14.3,9.7,10.4
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,93003,VENTURA,14.1,10.6,15.9
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,93102,SANTA BARBARA,17.1,10.5,12
50397,COALINGA REGIONAL MEDICAL CENTER,CA,93210,FRESNO,Not Available,10.3,11.7
50407,CHINESE HOSPITAL,CA,94133,SAN FRANCISCO,13.8,8.3,10.3
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,90710,LOS ANGELES,Not Available,10.8,Not Available
50414,MERCY HOSPITAL OF FOLSOM,CA,95630,SACRAMENTO,17.8,11.6,11.6
50417,SUTTER COAST HOSPITAL,CA,95531,DEL NORTE,16,13.4,9.9
50423,PALO VERDE HOSPITAL,CA,92225,RIVERSIDE,Not Available,11.8,16.9
50424,SCRIPPS GREEN HOSPITAL,CA,92037,SAN DIEGO,13.6,8.8,10.1
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,95825,SACRAMENTO,Not Available,10.9,Not Available
50426,WEST ANAHEIM MEDICAL CENTER,CA,92804,ORANGE,14.2,9.6,7.9
50434,COLUSA REGIONAL MEDICAL CENTER,CA,95932,COLUSA,Not Available,10.4,12.7
50435,FALLBROOK HOSPITAL,CA,92028,SAN DIEGO,15.5,12.9,10.6
50438,HUNTINGTON MEMORIAL HOSPITAL,CA,91109,LOS ANGELES,13,9.6,7.3
50441,STANFORD HOSPITAL,CA,94305,SANTA CLARA,13.4,11.1,11.8
50444,MERCY MEDICAL CENTER,CA,95340,MERCED,17.2,12.9,14
50448,RIDGECREST REGIONAL HOSPITAL,CA,93555,KERN,Not Available,14.9,15.2
50454,UCSF MEDICAL CENTER,CA,94143,SAN FRANCISCO,16,10.7,10
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,93301,KERN,16.1,11.6,12.3
50457,ST MARY'S MEDICAL CENTER,CA,94117,SAN FRANCISCO,14.4,10.6,13.1
50464,DOCTORS MEDICAL CENTER,CA,95350,STANISLAUS,14.8,11.3,13.6
50468,MEMORIAL HOSPITAL OF GARDENA,CA,90247,LOS ANGELES,14.6,11.4,10.3
50471,GOOD SAMARITAN HOSPITAL,CA,90017,LOS ANGELES,14.9,8.5,11.4
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,91307,LOS ANGELES,16.1,10.4,11.4
50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,90806,LOS ANGELES,13.8,8.8,12.6
50488,EDEN MEDICAL CENTER,CA,94546,ALAMEDA,14.1,11,8.9
50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,93611,FRESNO,15.1,15.9,11.5
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,94520,CONTRA COSTA,15.8,9.3,10.6
50498,SUTTER AUBURN FAITH HOSPITAL,CA,95603,PLACER,15.8,14.3,12.4
50502,SAINT VINCENT MEDICAL CENTER,CA,90057,LOS ANGELES,13.8,8.4,7.2
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,CA,92024,SAN DIEGO,12.9,11.3,12
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,93405,SAN LUIS OBISPO,18.8,13.3,14.1
50510,KAISER FOUNDATION HOSPITAL,CA,94903,MARIN,Not Available,Not Available,Not Available
50512,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,CA,94545,ALAMEDA,Not Available,Not Available,Not Available
50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,CA,92120,SAN DIEGO,Not Available,Not Available,Not Available
50516,MERCY SAN JUAN MEDICAL CENTER,CA,95608,SACRAMENTO,15.8,11.8,13.1
50517,VICTOR VALLEY COMMUNITY HOSPITAL,CA,92392,SAN BERNARDINO,Not Available,13.2,13.4
50523,SUTTER DELTA MEDICAL CENTER,CA,94509,CONTRA COSTA,16,12.2,12.7
50526,HUNTINGTON BEACH HOSPITAL,CA,92647,ORANGE,16.1,8.3,9
50528,MEMORIAL HOSPITAL LOS BANOS,CA,93635,MERCED,Not Available,11.2,12.6
50531,BELLFLOWER MEDICAL CENTER,CA,90706,LOS ANGELES,Not Available,11.5,9.9
50534,"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",CA,92201,RIVERSIDE,17.4,10.2,9.9
50537,SUTTER DAVIS HOSPITAL,CA,95616,YOLO,Not Available,12,11.1
50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,CA,94063,SAN MATEO,Not Available,Not Available,Not Available
50543,COLLEGE HOSPITAL COSTA MESA,CA,92627,ORANGE,Not Available,Not Available,Not Available
50547,SONOMA DEVELOPMENTAL CENTER,CA,95431,SONOMA,Not Available,Not Available,Not Available
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,CA,91360,VENTURA,13.5,10.5,10.1
50551,LOS ALAMITOS MEDICAL CENTER,CA,90720,ORANGE,15.2,14.1,12.9
50552,MOTION PICTURE & TELEVISION HOSPITAL,CA,91364,LOS ANGELES,Not Available,11,12.7
50557,MEMORIAL  MEDICAL CENTER,CA,95355,STANISLAUS,14.7,12.5,14.2
50561,KAISER FOUNDATION HOSPITAL - WEST LA,CA,90034,LOS ANGELES,Not Available,Not Available,Not Available
50567,MISSION HOSPITAL REGIONAL MED CENTER,CA,92691,ORANGE,13.7,10.2,9.5
50568,MADERA COMMUNITY HOSPITAL,CA,93637,MADERA,17.3,12,16.3
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,92708,ORANGE,14.9,8,9.1
50573,EISENHOWER MEDICAL CENTER,CA,92270,RIVERSIDE,15.4,11.1,10.7
50575,TRI-CITY REGIONAL MEDICAL CENTER,CA,90716,LOS ANGELES,Not Available,8.3,7.1
50580,LA PALMA INTERCOMMUNITY HOSPITAL,CA,90623,ORANGE,15.2,9.9,10.3
50581,LAKEWOOD REGIONAL MEDICAL CENTER,CA,90712,LOS ANGELES,14.6,10.1,13.8
50586,CHINO VALLEY MEDICAL CENTER,CA,91710,SAN BERNARDINO,15.1,9.2,10
50588,SAN DIMAS COMMUNITY HOSPITAL,CA,91773,LOS ANGELES,16.2,11.7,12.6
50589,PLACENTIA LINDA HOSPITAL,CA,92870,ORANGE,18.6,11.6,10.8
50590,METHODIST HOSPITAL OF SACRAMENTO,CA,95823,SACRAMENTO,19.2,11,13
50597,FOOTHILL PRESBYTERIAN HOSPITAL,CA,91740,LOS ANGELES,16,12.2,11.5
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,CA,95817,SACRAMENTO,14.1,9.5,10.4
50603,SADDLEBACK MEMORIAL MEDICAL CENTER,CA,92653,ORANGE,13.9,12.3,11.4
50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,CA,95119,SANTA CLARA,16.7,12.6,11.5
50608,DELANO REGIONAL MEDICAL CENTER,CA,93215,KERN,Not Available,10.8,19
50609,KAISER FOUNDATION HOSPITAL ANAHEIM,CA,92807,ORANGE,Not Available,10.1,Not Available
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CA,93010,VENTURA,15.2,12.6,13.2
50618,BEAR VALLEY COMMUNITY HOSPITAL,CA,92315,SAN BERNARDINO,Not Available,Not Available,13.7
50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,CA,91355,LOS ANGELES,12.9,10.2,10.9
50625,CEDARS-SINAI MEDICAL CENTER,CA,90048,LOS ANGELES,12.3,7.3,6.8
50633,TWIN CITIES COMMUNITY HOSPITAL,CA,93465,SAN LUIS OBISPO,16.6,12.9,13.9
50636,POMERADO HOSPITAL,CA,92064,SAN DIEGO,16.6,11.9,13.1
50641,EAST LOS ANGELES DOCTORS HOSPITAL,CA,90023,LOS ANGELES,15.2,10,8.8
50644,LOS ANGELES METROPOLITAN MEDICAL CTR,CA,90018,LOS ANGELES,Not Available,11.6,10.2
50660,USC KENNETH NORRIS JR CANCER HOSPITAL,CA,90089,LOS ANGELES,Not Available,Not Available,Not Available
50663,LOS ANGELES COMMUNITY HOSPITAL,CA,90023,LOS ANGELES,15.8,8.9,9.1
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,CA,94116,SAN FRANCISCO,Not Available,Not Available,12.6
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,CA,95823,SACRAMENTO,Not Available,Not Available,Not Available
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,CA,91367,LOS ANGELES,Not Available,Not Available,Not Available
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,CA,92708,ORANGE,15.3,10.1,8.8
50684,MENIFEE VALLEY MEDICAL CENTER,CA,92585,RIVERSIDE,15.2,11.4,14.8
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",CA,92505,RIVERSIDE,Not Available,Not Available,Not Available
50688,SAINT LOUISE REGIONAL HOSPITAL,CA,95020,SANTA CLARA,14.7,12.4,11.9
50689,SAN RAMON REGIONAL MEDICAL CTR,CA,94583,CONTRA COSTA,15.5,11.1,10.7
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,CA,95403,SONOMA,Not Available,Not Available,Not Available
50696,KECK HOSPITAL OF USC,CA,90033,LOS ANGELES,Not Available,10.9,11
50697,PATIENTS' HOSPITAL OF REDDING,CA,96001,SHASTA,Not Available,Not Available,Not Available
50701,SOUTHWEST HEALTHCARE SYSTEM,CA,92562,RIVERSIDE,14.8,12,14.6
50704,MISSION COMMUNITY HOSPITAL - PANORAMA,CA,91402,LOS ANGELES,18.1,8.6,10.4
50708,FRESNO SURGICAL HOSPITAL,CA,93710,FRESNO,Not Available,Not Available,Not Available
50709,DESERT VALLEY HOSPITAL,CA,92395,SAN BERNARDINO,13.4,9.3,8.6
50710,KAISER FOUNDATION HOSPITAL - FRESNO,CA,93720,FRESNO,Not Available,Not Available,Not Available
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,CA,95065,SANTA CRUZ,Not Available,Not Available,Not Available
